file_name,tagging_vitgpt2
752aadb5223b4276ace26e9cd1f4664f.jpg,a man in a yellow vest and hat walking 
d5ed206e1829410191c06844304ad2bc.jpg,three colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful colorful
1d61e5ebe0c2498e9ca0f82b74b397cb.jpg,a building with a stairway and a wall 
130eecc279bc49e8b460c6808897d029.jpg,a baby sitting in a bath tub with a towel around his neck 
a43f9d22910b4c6cabd66817e571d763.jpg,a tree lined street with a couple of benches 
f1796d88810c4bc2b6c75edc1f46f06f.jpg,a little girl in a red shirt and a red and white striped shirt 
484ee4d83f50479a8113a658a44cd485.jpg,a large building with a large clock tower 
99d2b4df9be24fc8bf3321bd771d94aa.jpg,a car parked in front of a building with a tree 
62061c8000c6427aa36dd24cb418c855.jpg,a table topped with a cup of coffee and a bag of chips 
bb8d1bfff1e042169e15b764335e3ecc.jpg,a little girl sitting on a white floor 
8339dafcf4a34f06a74561d36debc583.jpg,people sitting around a table eating 
1ce0757852b241a4a0116830a8c201b2.jpg,a bed with a white bedspread and a white pillow 
fa4574cbf8774726b0420a1ca8da782b.jpg,a river with a waterfall and a rock wall 
7a805aaacd9e4ea08136ae709f73f5ae.jpg,a wooden spoon with a bunch of bananas on it 
d624b4211e8b4212b8abe6a95e02a338.jpg,a pink doll and a pink doll and a pink doll and a pink doll 
0dc1ffd7ac1d4e989a73d9fa542ae589.jpg,a blurry photo of a sunset in a field 
5d2915c3bb654f5fb2cf146ca88c43af.jpg,a woman sitting on a bed with a laptop 
87ebea10be244445a54da63a9099e84b.jpg,a woman with a red wig and a red bow tie 
c2470bd5eba74e2e8360f313a713979f.jpg,a wooden table topped with a wooden cutting board 
e76b4717fc134bd0a7d41d7bdd0d5a40.jpg,a woman sitting on a patch of grass near flowers 
aadc3378b08b435593dff1cec4b46a21.jpg,a pair of black and white cupcakes on a table 
5efe3d201aaa42d68c75e8e14705790d.jpg,a meat and cheese sandwich on a cutting board 
144a10741cc14bb4935d4170e297392c.jpg,a black and white photo of a black and white animal 
0a4b8569dd9f4c1296c8e622b3bcbdf9.jpg,a small piece of paper with a flower in it 
8f81e1f47ffb463eba02351a5c3b8305.jpg,a boat is in the water at sunset 
1fde156ba4794f66b7f59dd35aa87f0a.jpg,a girl and a boy are hugging 
86bf8e308dee40749cd5b1981c35033e.jpg,a woman with a pink wig and a pink mask 
c61c98b3955b42f0940d64274783a917.jpg,a person standing in front of a large building 
604ad8b5baa44d1889ae8120c83b33c0.jpg,a small airplane is on a runway with a flag 
5ed62f78470f48c28b9ab788686d119e.jpg,a woman holding a picture of a woman holding a box 
7c513e61cd22475a876975c12e5cf0a6.jpg,a man in a blue shirt holding a laptop 
452ecb3503d04afcb8e987cb5ba462d2.jpg,a doll with a red face and a red scarf 
e84a4d4152e44f6aa76cc02cbcdec24a.jpg,a chocolate cake with chocolate frosting on top 
e26ba04deb66472ea77774052d1eaf43.jpg,a man in a suit and tie standing in a field 
7f9b9adbbb51463b9f4d47f65c6a6d0d.jpg,a woman in a black dress holding a black purse 
8bb829efccb549178cae75a2c6b7780f.jpg,a sunset with a sunset view of the ocean 
55ab973d52134998b7d350c7693fd2f0.jpg,a bowl of fruit with a candle on it 
f5155f1a42084bdf89d5129c29d46ba2.jpg,a man in a suit and tie smiling 
a68bc10d087e493da4516b87dfe03226.jpg,a barn with a wooden roof and a wooden bench 
b709ecf191744ab891026be787c75ffa.jpg,a mountain range with a sky background 
a2660390317d40cd81e6808da571f648.jpg,a white plate with a white and black handle 
9fee23fd56fa48de864f61ecd5d9864f.jpg,a bowl of soup with a spoon and a piece of bread 
79a54d3f2bee4ddf8dc79659afd506ef.jpg,a bird standing on top of a beach 
016ace77039e4ae79a2a088a4406e28c.jpg,a large brick building with a large window 
2e16f90cbd764e239f002f2bbc8915df.jpg,a row of metal rods on a rack 
c6e68e68afb84b64867722ffcf04e95a.jpg,a fountain with water spraying out of it 
9b780ec698bf414996c948dd59a406eb.jpg,a brown horse standing in a field with trees 
d5f67693b85448268bc0aa78406a7daa.jpg,a glass of water with a drink in it 
ad42963b5e7e42e49d053c49df9cea30.jpg,a woman wearing a hat and holding a whip 
e1512e3d7abc4bb7a7793bcde12a8b26.jpg,a woman is playing frisbee in the grass 
35e307e0c70c4418a7db23a29883f86e.jpg,a woman in a white shirt and a white bow tie 
4d4575833154490196a0a6f0a487d930.jpg,a woman is laying down in a white dress 
5a4744f223044cf88ab5c41c299050bb.jpg,a little girl in a red dress sitting on a red rope 
a1a13161c77b4f2ebf79a579d78674d0.jpg,a bowl of vegetables on a table 
96de019c4a704905820d5ff228ac7bec.jpg,a cupcake with strawberries and cream on it 
866a7f6c5ef447938dcea97adc662864.jpg,a large group of flowers in a flower pot 
25d058e9135d42b88944606c8e5d9909.jpg,a glass of wine sitting on top of a table 
7f09d9d1ffc342e48e15f2d9ca06a568.jpg,"a table with a knife, scissors, and a plant "
5dd707cf8c694e1fbfaf398fa9040ada.jpg,a woman holding a bouquet of flowers in her hands 
b7d0830ae12f4c8d8a502e4d7215c0dd.jpg,a flower in a flower pot on a table 
035a6f97af6c4596a2ac831fe193db61.jpg,a plate of food with a knife and fork 
038d9684df0e4d7fa6f72ac34b4beef4.jpg,a bowl of various types of green and white vegetables 
f96b727b8f2047359f36e53a02fd2219.jpg,a girl with a pink ribbon on her face 
aa70b931c1e84f9292cff4812aba1637.jpg,a woman in a bikini jumping up in the air 
138214b2dac444e9a2947f10a96e8c77.jpg,"a plate of food with eggs, sausage, and bacon "
b0d35f01b9f54c749d8e7110ccb2c5d5.jpg,a girl and a boy flying a kite in a field 
2c39356dd6534232b52f6b5a0a4254ac.jpg,"a plate of food with eggs, toast and a lemon "
d9b20db8f440496a8a26d6593b26bf34.jpg,a woman holding a red umbrella in her hands 
ab0c9d47d2b94ded9a6cd71647626334.jpg,a pile of vegetables on top of a table 
1972dec970f04e78af45bd408a013715.jpg,a woman standing in a grocery store with shelves full of food 
1ae657b2578545d8a2b5cb77c433727d.jpg,a bowl of noodles and vegetables on a table 
5dd3be353e4c4067aee4e50a11b50a5f.jpg,a clock tower with a clock on the side of it 
34248083e628408ab3627d5c5e35934e.jpg,a large group of small fish sitting on top of a pile of rocks 
f4b37e3dbf0e43f1b5f4fed3ee2a5df1.jpg,a plate of food with a fork and knife 
697ce9faf4f3489a86276ea68d536add.jpg,a woman sitting on a bench with a laptop 
10839a9a25d84b6284a618909818e1dd.jpg,a pile of green apples sitting on top of each other 
b8f312316f8d42f4815a6b2c77dedbf2.jpg,a woman is eating a piece of bread 
9d6e7a7e527c49c0ae5f551bd6197f0f.jpg,a pair of scissors and a piece of paper on a table 
3eef3a33362d44ebb9c34e0c70a8ff5a.jpg,a woman riding a bike with a bunch of stuffed animals 
d153421ac9364f59918fb6b0a481892f.jpg,a plate of food with a fork and a spoon 
bf693b824c184cd1bc9a936e40c54b93.jpg,a lit up night sky with a bunch of lights 
6ed2bae235244a83b37f783cd6521618.jpg,a large building with a clock tower 
e68c5667fc4149d488dab60f001fdb34.jpg,a city with a large building and a clock tower 
835c4bcc25d74ae18b182bd4e08f9494.jpg,a loaf of bread with a few pieces missing 
5b5a89554d094a4a92a97b993d995823.jpg,a woman sitting on a bench next to a truck 
16edf44700a2414e99925873c6aa7ca8.jpg,a man in a suit talking on a cell phone 
618bc12dfa14428480476b23fd694a96.jpg,a woman standing in a field with a hose 
8906bc6fb69b429784047aa22a14b47a.jpg,a woman sitting on the grass with a skateboard 
0aa07f7246bd47ccb5ea4256f4a28908.jpg,a large building with a clock on the wall 
c1e29ca8e0b24dd8bdb1f09cd05eaf6e.jpg,a field full of sheep grazing on a sunny day 
4ed6d54305c54036bdb6573cb82b0b93.jpg,two girls are using their cell phones at a table 
255790d3bd3143d79856e1c7b14c4afe.jpg,a woman in a dress sitting on a chair 
29d247799a874fb786e767ec728840e4.jpg,a man and a woman sitting on a blanket 
5bb9e488dcf74e729708da2bfcee0949.jpg,a woman in a skirt and a black dress is standing on a brick wall 
7240887dd850475e8956267e8a9a745d.jpg,a man with glasses and a tie 
86d3053d3fd44da7a52d5f68063c351f.jpg,a fire hydrant with a candle on top of it 
e57eb09780d94c1699361ab195534422.jpg,a woman holding a laptop in her hand 
18aad3c352934da795aaaa02a7b50830.jpg,a sandy beach with a few birds on it 
d6398c5df9804a899a282fb46a5421d0.jpg,a cutting board with a knife and meat on it 
c879aa15aa324fbab07c9607950bf1ba.jpg,a woman holding a glass with a picture of a man on it 
f8222c5065614c3f8f0838c03c8ad328.jpg,a man and a woman pose for a picture 
a437ee84010442a085ad374b9a6608a2.jpg,a bowl of food with some vegetables 
7f796df337554d16a77b53e2df5c1086.jpg,a pile of pink and red colored candy colored candy 
939a0020d324480fa2639db78036f1c4.jpg,a man in a suit and tie posing for a picture 
40f5f11e3d5f4f959b1f7bde7322ce7e.jpg,a row of buildings with a street sign on them 
af03b4901d8948c6a682792eedea885a.jpg,a red and white plate with a heart shaped cake 
4f57ec21dfa449adaf5fe3781bf772bd.jpg,a woman in a black shirt holding a white remote 
34c4613353d34b369e6e2a8f00d3a2ec.jpg,a woman with a black and white face 
e167d64b8c36402f826f4dce17f28872.jpg,a black and white photo of a black and white tv 
113154f0fe3f4e48bd2c5655260347e0.jpg,a woman in a black dress and a black box 
487cf6bce16f403d8cc4971ccc71d76c.jpg,a man and woman sitting on a steps looking at a laptop 
690f54217f1541c79675c485f9d111ee.jpg,a woman in a red dress with a red flower 
151baca549d24943b3213526853df021.jpg,a small stream of water with a few leaves 
7dc517c966a64f09ad84bbd48c739e3d.jpg,a building with a large window and a large building 
10b4885ad46e4b2b9bd11f5927f31feb.jpg,"a hotel room with a bed, desk, and mirror "
e241d314543243d18695ba01bf311e3d.jpg,"a plate of food with eggs, toast, and bacon "
b971b7772d96491ba17fe3ceb2b0b033.jpg,a person holding a paper with a picture of a person holding a cell phone 
d98edd3781794c7cbae791281950c129.jpg,a lit candle is lit up on a table 
d4e2ddc343544995b21bc043c63055bd.jpg,a horse standing on top of a lush green field 
26c8d9e5a5f34978a8d4ece43396b246.jpg,a view from a window of a city with a view of a river 
b77cccd665da4de49f4633e59fb18269.jpg,a bowl of vegetables on a table 
18689479d27e4067bca2b9de8a3f0292.jpg,a man in a black shirt and glasses 
927705a792554193a602c4ceaa4d6234.jpg,three girls are standing on a tree with a frisbee 
d6a36009d7264d8baf7aa9a04c4d7985.jpg,a woman in a black dress sitting on a bed 
0aee1bb1974848abbfb0e36b27e3dfd6.jpg,a snowy mountain range with a mountain range 
3c59bd40c6ae43eba6658201b844c7bc.jpg,a car driving down a road next to a mountain 
6d0cc7efc0734bbd9e4d662592dde7d5.jpg,a man riding a bike down a street 
5cbf632f8a0f481483e280905213669f.jpg,a rock is on the ground near a cliff 
210a81c556284265a4a443dbae82e303.jpg,a blurry photo of a red and white flower 
2b2395f7dd1e47aaabfd38bdac6188c6.jpg,a white flower in a white flower pot 
8c97e138712b4c83b0a704ad49e59725.jpg,a person in a yellow jacket holding a yellow frisbee 
823654327e584d97a82baa6bf9abdd16.jpg,a bird perched on top of a branch 
41581b169b224de8b055cd1ca11f7e4f.jpg,a lake with a mountain range and mountains 
362ccf8271ac4a9992fd17126af29ee7.jpg,a white and black striped suit case 
cb7d0db89b384251b74d8e2383d48c78.jpg,two men are standing on a brick wall with skateboards 
158734412fc64d10ab92baf9f27c557d.jpg,a woman in a red dress standing on a sidewalk 
e63ae5649a034bb9aa9f389e1f2df790.jpg,a man in a white shirt and black tie 
c82730314068437d9fe74ee2a1f06cbe.jpg,a plate of fruit and a plate of ice cream 
1bc52a6203c74518800823a4df70906e.jpg,a woman with a red hair standing in front of a mirror 
f8208a59e3824579a1d9233781589041.jpg,a row of old rusty old buildings with a sky background 
d12973e4d6814d41a17a2fc8e937c1d1.jpg,a bridge over a body of water with a city 
292f73146bce402c802fa7aef758fa5b.jpg,a man and woman are standing together in a room 
b5c0570e1a2e4dd7b988dc67c5218180.jpg,a man and a woman are using their laptops 
8490e23fea06495c975ebc3fd4ee4aa7.jpg,a young woman sitting on a rock in the middle of a field 
fd130017ccd346ba91cbc42e186b32e6.jpg,a man holding a frisbee on a beach 
4af63c49c2aa4bb0b551f89f490867ed.jpg,a young woman standing in a white dress holding a white object 
4a62e6d3b6e748daa2f542408913d830.jpg,a woman with a black eye and a black nose 
9963ca75dd91434c97c510cb8234df79.jpg,two yellow and green peppers on a red surface 
f64a27d4a5c64763b78f6ca4c31d210b.jpg,a bouquet of flowers in a vase 
104343dc81cf4d0184024438df6ad1df.jpg,a waterfall with a waterfall in the middle of it 
80099da6800145db901ad2463bffc3f1.jpg,a laptop computer with a light shining on it 
03f7334b5e6e465988a61a2362f0686d.jpg,a bathroom with a toilet and a wall with a picture of a woman 
de5d047bc1a546579f7b4006cea7caa8.jpg,a plate of food with a piece of bread 
2f2dec12be1247bcbd94149526d4a726.jpg,a painting of a street with graffiti on it 
2ca98dd82f4e4fbfb5d42048fc0c5ad4.jpg,a girl in a pink dress holding a pink purse 
5a82e1219bf34554b35e195b9338a627.jpg,a row of windows with a balcony 
42908908fe564b54b0f1b2cb2801120e.jpg,a painting of a painting of a mountain with a mountain 
704b281adf454620bffa1a45658916bd.jpg,a person with a green face and a yellow head 
1685b4a8151d4b539269d396cc3530cd.jpg,a man spraying a green substance on a green field 
0831c324f18a45e09f1e6a8b5e99f0a9.jpg,a woman with a blue shirt and a blue tie 
a7aecfbe76ac42f4861b5ec49396455c.jpg,"a table with a cell phone, a calculator, and a keyboard "
eca8b4a4160249efbc7829950651e377.jpg,a person is laying on the ground with their feet on the floor 
cf1b3f89da12406eadfce11069c8fc8f.jpg,a man and woman are laying on a bed 
19babf5ff83448dbb1e1869b6d43489d.jpg,a pot of plants is sitting on a brick walkway 
3892bb84f0894ee29bbd3f8a2299ceaf.jpg,a green plant growing on top of a green plant 
97c22dc92c1c4d429945490b3c8a9e26.jpg,a pizza with pepperoni and cheese on a plate 
63527788983a4a0f80f72d3436169148.jpg,a bowl of food with a spoon 
2c62686bbc0048a99210d2c534fb81cd.jpg,a woman with long hair wearing a pink dress 
9675bb3d8ef9473aa70d420ae5e4810f.jpg,a woman in a pink dress holding a pink umbrella 
ad064920300d439aa50b7e6ea16fc68c.jpg,a man and woman are holding a cake together 
09fe2110cc674b3aa92d02c1862da6c4.jpg,a woman holding a cell phone in her hand 
1d2753f772004c00bd6fdd578ddf4012.jpg,a woman sitting on a tree with a book 
483412064ff74d9d9472d606b65976d9.jpg,a fish and a piece of bread on a plate 
cf7d881dcc5547f5832ebb85063b44d9.jpg,a woman sitting on a bench with a laptop 
d514ca2e89d147eea982d90c7fe2bff0.jpg,"a bowl of salad, a knife, and a salad dressing "
c9c6fd93c0724d1c8d9c7801ba34f247.jpg,a woman holding a pink flower in her hand 
cc0a0940eda843eeb823d6c790070f04.jpg,a plant with a green stem in it 
ec5757c5e3e7456d8864675962ff5b3b.jpg,a man in a blue shirt is holding a box with a box on it 
4b715ea78773497e8c705199e05a37cf.jpg,a woman wearing a helmet and goggles 
e47b09d2d20d4958ab491b4ea1fb90ee.jpg,a man with a soccer ball in his hand 
7cc419fdec5248ca9df969573a8edeca.jpg,a bird is standing on a metal pole 
e78d5de6c0e641679379ea976dbdbd9d.jpg,a woman is looking at her cell phone 
03630d206b02424b8137fc0ee95fc071.jpg,a woman sitting at a table with a notebook 
2d15451518804c04b5ee8e9499c0df76.jpg,a woman is talking on her cell phone 
4d4483c4ff5e4435b11ad19677b70a9a.jpg,a table topped with cups and plates of food 
b80ac71d68f2479c86db161ea1e424f6.jpg,a field with several kites flying in the sky 
